,EventName,PreSalename,PreSalestartdate,PreSaleenddate,StartDatetime,StartLocaltime,StartLocalDate,StartTimezone,EventCategory,Genre,SubGenre,Family,PromoterName,MinPrice,MaxPrice,TicketInfo,CityName,StateName,PostalCode,Address,Longitude,Latitude,UpcomingMoreevent ,ticket0nTickeMaster,Venue,LineUp
64,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-21T03:00:00Z,20:00:00,2020-03-20,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,475.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
65,Buffalo Bills vs. Denver Broncos,Schedule Release On-Sale,2019-04-18T00:00:00Z,2019-05-03T02:00:00Z,2019-11-24T18:00:00Z,13:00:00,2019-11-24,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,35.0,208.0,There is a twenty (20) ticket limit for the One Buffalo Presale starting May 3rd.,Orchard Park,New York,14127,1 Bills Drive,-78.786955,42.773743,9,9,New Era Field,Buffalo Bills
66,Chicago Bears vs. New York Giants,Resale Onsale,2019-04-01T15:00:00Z,2019-04-02T03:00:00Z,2019-11-24T18:00:00Z,12:00:00,2019-11-24,America/Chicago,Sports,Football,NFL,False,NFL REGULAR SEASON,103.0,547.0,There is a fifteen (15) ticket limit.,Chicago,Illinois,60605,1410 S. Museum Campus Drive,-87.61682143,41.86205404,10,10,Soldier Field,Chicago Bears
67,New York Jets vs. Oakland Raiders,Visa Exclusive Presale,2019-04-18T00:00:00Z,2019-04-22T02:00:00Z,2019-11-24T18:00:00Z,13:00:00,2019-11-24,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,35.7,802.0,There is an overall (6) six ticket limit for this event.,East Rutherford,New Jersey,07073,One MetLife Stadium Drive,-74.074493,40.81359,10,10,MetLife Stadium,New York Jets
68,Chicago Bears vs. Kansas City Chiefs,Resale Onsale,2019-04-01T15:00:00Z,2019-04-02T03:00:00Z,2019-12-23T01:20:00Z,19:20:00,2019-12-22,America/Chicago,Sports,Football,NFL,False,NFL REGULAR SEASON,142.0,625.0,There is a fifteen (15) ticket limit.,Chicago,Illinois,60605,1410 S. Museum Campus Drive,-87.61682143,41.86205404,10,10,Soldier Field,Chicago Bears
69,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-05T20:00:00Z,13:00:00,2020-04-05,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
70,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-23T01:30:00Z,18:30:00,2020-03-22,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,475.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
71,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-05T03:00:00Z,20:00:00,2020-04-04,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
72,Pittsburgh Steelers vs. Buffalo Bills,Season Ticket Holder Presale,2019-04-26T14:00:00Z,2019-04-29T02:00:00Z,2019-12-15T18:00:00Z,13:00:00,2019-12-15,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,50.0,308.0,There is an overall event ticket limit of 8.,Pittsburgh,Pennsylvania,15212,100 Art Rooney Avenue,-80.015884,40.446093,10,10,Heinz Field,Pittsburgh Steelers
73,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-11T21:00:00Z,14:00:00,2020-04-11,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
74,Golden State Warriors vs. Los Angeles Lakers,Resale,2019-08-14T17:00:00Z,2020-02-09T01:30:00Z,2020-02-09T01:30:00Z,17:30:00,2020-02-08,America/Los_Angeles,Sports,Basketball,NBA,False,NBA REGULAR SEASON,250.0,5200.0,There is a 8 ticket limit.,San Francisco,California,94158,300 16th Street,-122.387464,37.76797,78,69,Chase Center,Golden State Warriors
75,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-18T03:00:00Z,20:00:00,2020-03-17,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,450.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
76,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-12T03:00:00Z,20:00:00,2020-04-11,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
77,Cleveland Browns vs. Miami Dolphins,Resale Onsale,2019-04-01T14:00:00Z,2019-04-02T02:00:00Z,2019-11-24T18:00:00Z,13:00:00,2019-11-24,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,30.0,565.0,There is a four (4) ticket limit for the Season Ticket Member presale.,Cleveland,Ohio,44114,100 Alfred Lerner Way,-81.69956958,41.50603554,10,10,"FirstEnergy Stadium, Home of the Cleveland Browns",Cleveland Browns
78,Orlando Magic vs. Los Angeles Lakers,Resale Onsale,2019-08-11T19:00:00Z,2019-08-11T19:30:00Z,2019-12-12T00:00:00Z,19:00:00,2019-12-11,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,72.0,2977.5,There is an overall 8 ticket limit for this event.,Orlando,Florida,32801,400 W Church St.,-81.383957,28.539293,78,71,Amway Center,Orlando Magic
79,Carolina Panthers vs. Seattle Seahawks,Presale Offer,2019-04-18T00:00:00Z,2019-05-02T03:45:00Z,2019-12-15T18:00:00Z,13:00:00,2019-12-15,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,70.0,538.58,There is an overall 9 ticket limit for this event.,Charlotte,North Carolina,28202,800 South Mint Street,-80.852829,35.225789,9,9,Bank of America Stadium,Carolina Panthers
80,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-19T03:00:00Z,20:00:00,2020-03-18,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,450.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
81,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-12T20:00:00Z,13:00:00,2020-04-12,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
82,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-19T03:00:00Z,20:00:00,2020-04-18,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
83,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-25T21:00:00Z,14:00:00,2020-04-25,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
84,New York Giants vs. Philadelphia Eagles,Season Ticket Holder Presale,2019-04-18T00:00:00Z,2019-04-20T02:00:00Z,2019-12-29T18:00:00Z,13:00:00,2019-12-29,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,125.0,750.0,There is a six (6) ticket limit per household.,East Rutherford,New Jersey,07073,One MetLife Stadium Drive,-74.074493,40.81359,9,9,MetLife Stadium,New York Giants
85,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-19T20:00:00Z,13:00:00,2020-04-19,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
86,Carolina Panthers vs. New Orleans Saints,Presale Offer,2019-04-18T00:00:00Z,2019-05-02T03:45:00Z,2019-12-29T18:00:00Z,13:00:00,2019-12-29,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,70.0,538.58,There is an overall 9 ticket limit for this event.,Charlotte,North Carolina,28202,800 South Mint Street,-80.852829,35.225789,9,9,Bank of America Stadium,Carolina Panthers
87,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-26T03:00:00Z,20:00:00,2020-04-25,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
88,Buffalo Bills vs. Baltimore Ravens,Schedule Release On-Sale,2019-04-18T00:00:00Z,2019-05-03T02:00:00Z,2019-12-08T18:00:00Z,13:00:00,2019-12-08,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,26.0,172.0,There is a twenty (20) ticket limit for the One Buffalo Presale starting May 3rd.,Orchard Park,New York,14127,1 Bills Drive,-78.786955,42.773743,9,9,New Era Field,Buffalo Bills
89,Golden State Warriors vs. Los Angeles Lakers,Resale,2019-08-14T17:00:00Z,2020-02-28T03:30:00Z,2020-02-28T03:30:00Z,19:30:00,2020-02-27,America/Los_Angeles,Sports,Basketball,NBA,False,NBA REGULAR SEASON,250.0,5200.0,There is a 8 ticket limit.,San Francisco,California,94158,300 16th Street,-122.387464,37.76797,78,69,Chase Center,Golden State Warriors
94,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-06T01:30:00Z,18:30:00,2020-04-05,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,475.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
95,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-05-14T14:00:00Z,2019-05-21T03:59:00Z,2019-11-01T23:00:00Z,19:00:00,2019-11-01,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,65.0,There is an overall eight (8) ticket limit for this event.,Dayton,Ohio,45435,3640 Colonel Glenn Highway,-84.0692765,39.7765695,187,187,Wright State University Nutter Center,Disney On Ice presents Dream Big
96,Miami Heat vs. Los Angeles Lakers,American Express® Card Member Presale,2019-08-15T16:00:00Z,2019-08-17T15:59:00Z,2019-12-14T01:00:00Z,20:00:00,2019-12-13,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,77.0,800.0,There is an overall 8 ticket limit for this event.,Miami,Florida,33132,601 Biscayne Blvd,-80.187805,25.781232,78,71,AmericanAirlines Arena,Miami Heat
97,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-03T03:00:00Z,20:00:00,2020-05-02,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
98,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-27T03:00:00Z,20:00:00,2020-03-26,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,450.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
99,Detroit Red Wings vs. Boston Bruins,Presale,2019-07-17T14:00:00Z,2019-07-19T02:00:00Z,2019-11-09T00:30:00Z,19:30:00,2019-11-08,America/New_York,Sports,Hockey,NHL,False,NHL REGULAR SEASON,65.0,339.25,There is a 12 ticket limit on this event.,Detroit,Michigan,48201,2645 Woodward,-83.055434,42.341089,74,69,Little Caesars Arena,Detroit Red Wings
100,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-02T21:00:00Z,14:00:00,2020-05-02,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
101,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-04T03:00:00Z,20:00:00,2020-04-03,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,475.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
102,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-09T21:00:00Z,14:00:00,2020-05-09,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
103,Detroit Red Wings vs. Vegas Golden Knights,Presale,2019-07-17T14:00:00Z,2019-07-19T02:00:00Z,2019-11-10T22:00:00Z,17:00:00,2019-11-10,America/New_York,Sports,Hockey,NHL,False,NHL REGULAR SEASON,65.0,339.25,There is a 12 ticket limit on this event.,Detroit,Michigan,48201,2645 Woodward,-83.055434,42.341089,74,69,Little Caesars Arena,Detroit Red Wings
104,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-03T20:00:00Z,13:00:00,2020-05-03,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
105,Milwaukee Bucks vs. Toronto Raptors,Milwaukee Bucks Single Game Presale,2019-09-04T15:00:00Z,2019-09-06T04:45:00Z,2019-11-03T00:00:00Z,19:00:00,2019-11-02,America/Chicago,Sports,Basketball,NBA,False,NBA REGULAR SEASON,998.0,998.0,There is an overall 6 ticket limit for this event.,Milwaukee,Wisconsin,53203,1111 Vel R. Phillips Ave,-87.916896,43.04228,77,70,Fiserv Forum,Milwaukee Bucks
106,Denver Broncos v Cleveland Browns Half Price,Verified Fan Onsale,2019-07-16T16:00:00Z,2019-11-03T21:25:00Z,2019-11-03T21:25:00Z,14:25:00,2019-11-03,America/Denver,Sports,Football,NFL,False,NFL REGULAR SEASON,41.0,139.0,There is a 4 ticket limit per season. Any orders above this will be cancelled.,Denver,Colorado,80204,1701 Bryant St.,-105.020127,39.743853,10,10,Empower Field At Mile High,Denver Broncos
